id,track_artist,track_name,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genreVerbose,genreFamily
10421,Chilly Chills,Eye See,230435,1,,2,0.657,0.576,11,-6.946,0,0.16,0.0194,0,0.0778,0.322,136.463,unknown,unknown
10422,Chilly Chills,Yeah 4 Times,183484,1,,2,0.693,0.479,4,-6.589,0,0.0905,0.0259,1.01E-06,0.143,0.148,122.152,unknown,unknown
10423,Chilly Chills,Million,84381,1,,2,0.584,0.482,9,-11.467,0,0.258,0.897,1.09E-05,0.165,0.682,83.736,unknown,unknown
10424,Childlike CiCi,Biggest Critic,124255,0,,13,0.703,0.42,4,-12.532,0,0.0844,0.203,0,0.132,0.463,141.042,unknown,unknown
10425,ChiefyBaby,OKAY,199024,1,,13,0.926,0.562,2,-9.553,1,0.335,0.0457,0,0.0865,0.538,119.028,unknown,unknown
10426,La Quinta Estacion,Me Dueles,205880,0,,14,0.321,0.554,4,-4.925,1,0.0347,0.417,0,0.105,0.681,204.039,latin;latin arena pop;latin pop;rock en espanol;spanish pop;spanish pop rock,pop;rock;latin
10427,CHIC,What About Me,254160,0,,0,0.809,0.673,9,-10.07,0,0.0324,0.44,0.000181,0.297,0.917,92.204,unknown,unknown
10428,Chequita Izmael,Night With You,102000,0,,14,0.535,0.113,7,-15.59,1,0.0336,0.995,0.906,0.107,0.0387,80.006,unknown,unknown
10429,ChaseUhCheck,Mobbin',204767,1,,15,0.651,0.568,6,-10.267,0,0.399,0.138,0,0.151,0.38,171.588,unknown,unknown
10430,Charming Waves Lullaby Music,Honest Harp of Lake,129500,0,,0,0.123,0.789,6,-15.015,0,0.55,0.512,3.38E-06,0.767,0.146,168.357,unknown,unknown
10431,Charles Gounod,Ave Maria,165880,0,,1,0.208,0.0642,6,-19.872,1,0.0414,0.984,0.0599,0.125,0.0916,90.518,unknown,unknown
10432,Changing Faces,Stroke You Up,352240,0,,0,0.729,0.517,3,-8.409,0,0.031,0.111,5.40E-06,0.0437,0.541,131.437,unknown,unknown
10433,Chance Irwin,Dapper Mist,132037,0,,14,0.35,0.453,11,-13.179,0,0.0273,0.191,0.944,0.108,0.105,155.727,unknown,unknown
10434,Chaka Khan,Papillon (Hot Butterfly),247667,0,,0,0.524,0.566,9,-8.024,1,0.0351,0.315,3.29E-05,0.112,0.429,91.456,unknown,unknown
10435,Chaka Khan,Move Me No Mountain - Lew Hahn Remix,253320,0,,0,0.629,0.81,5,-7.018,0,0.0336,0.257,0.00856,0.305,0.853,99.923,unknown,unknown
10436,Chaka Khan,Love You All My Lifetime,281680,0,,0,0.693,0.827,10,-6.437,0,0.0483,0.0114,0.189,0.32,0.906,103.087,unknown,unknown
10437,Chain Station,Maybe the Beer - Live,202333,0,,3,0.613,0.408,7,-17.192,1,0.0361,0.111,2.55E-05,0.354,0.811,121.514,country,country
10438,Chain Station,Wide Right Turns - Live,244000,0,,3,0.488,0.43,7,-15.142,1,0.0307,0.299,0.0293,0.068,0.881,126.75,country,country
10439,Chain Station,Where I Want to Be - Live,210000,0,,3,0.541,0.497,10,-15.201,1,0.0305,0.209,0.00515,0.301,0.935,134.682,country,country
10440,Chain Station,Whiskey Dew - Live,166000,0,,3,0.589,0.454,5,-16.307,1,0.035,0.595,2.06E-05,0.0949,0.962,138.616,country,country
10441,Chain Station,Find Your Own - Live,296000,0,,2,0.644,0.301,10,-18.187,0,0.0383,0.426,4.10E-05,0.0689,0.818,111.45,country,country
10442,Chain Station,Spooky Ridge - Live,184560,0,,3,0.643,0.392,2,-15.776,0,0.0347,0.66,0.659,0.269,0.912,111.205,country,country
10443,Chain Station,Ain't Gonna Work Tomorrow - Live,332000,0,,3,0.561,0.404,0,-14.81,1,0.0308,0.38,0.0059,0.132,0.786,108.863,country,country
10444,Chain Station,Wild Wicked Wind - Live,254000,0,,2,0.472,0.406,3,-12.583,1,0.0402,0.318,0.0409,0.141,0.744,173.007,country,country
10445,Chain Station,Higher and Higher - Live,312000,0,,3,0.61,0.405,9,-14.807,1,0.0315,0.508,0.00158,0.0875,0.933,112.397,country,country
10446,Chain Station,Never Goin' Back - Live,281387,0,,2,0.612,0.549,2,-14.398,1,0.0314,0.284,0.000209,0.112,0.921,128.565,country,country
10447,Chain Station,Pusherman - Live,207613,0,,3,0.637,0.259,2,-20.704,1,0.0355,0.253,0.507,0.605,0.737,116.21,country,country
10448,Chain Station,No Contest - Live,161000,0,,2,0.383,0.505,9,-16.335,1,0.0338,0.158,0.884,0.6,0.87,142.197,country,country
10449,Chain Station,Don't Build Me Up - Live,258013,0,,2,0.424,0.32,2,-16.209,1,0.0419,0.498,0.00909,0.322,0.27,137.046,country,country
10450,cglizzay,Hoodstar,185626,1,,8,0.881,0.548,11,-7.85,0,0.391,0.111,0,0.104,0.364,130.02,hip-hop;rap,hip-hop;rap
10451,cglizzay,X & Hennessy,149812,1,,3,0.907,0.46,9,-10.787,1,0.417,0.035,0,0.0974,0.849,125.089,hip-hop;rap,hip-hop;rap
10452,cglizzay,Livin & Winning,157440,1,,3,0.796,0.391,10,-13.09,1,0.485,0.303,0,0.127,0.523,121.971,hip-hop;rap,hip-hop;rap
10453,cglizzay,Get The Drop,198243,1,,4,0.735,0.496,10,-11.296,0,0.36,0.039,0,0.0953,0.439,132.035,hip-hop;rap,hip-hop;rap
10454,cglizzay,My Beat,133333,1,,8,0.802,0.725,8,-6.834,1,0.361,0.221,0,0.126,0.598,143.831,hip-hop;rap,hip-hop;rap
10455,Cezar Godbody,bEEN a LOC,128001,1,,14,0.79,0.526,3,-11.259,0,0.273,0.36,1.65E-05,0.188,0.673,97.019,unknown,unknown
10456,cera,"Cry, Cry, Cry",144312,0,,14,0.693,0.395,0,-12.631,1,0.041,0.622,0,0.136,0.146,89.959,unknown,unknown
10457,Celia Cruz,Rie y Llora,249373,0,,2,0.833,0.92,2,-4.378,0,0.0313,0.0632,3.67E-05,0.172,0.969,128.016,unknown,unknown
10458,CD4L Loco,No Mask,165048,1,,15,0.701,0.522,1,-7.565,1,0.142,0.115,0,0.111,0.248,84.699,unknown,unknown
10459,CBS Jazz All-Stars,"Project ""S""",509640,0,,0,0.483,0.916,5,-6.239,0,0.156,0.453,0.885,0.879,0.561,111.16,unknown,unknown
10460,CBS Jazz All-Stars,Black Stockings,376267,0,,0,0.544,0.948,4,-7.404,0,0.0494,0.182,0.0267,0.734,0.793,123.069,unknown,unknown
10461,Cat Power,I Love You (Me Either),316933,0,,3,0.278,0.424,0,-10.598,1,0.0266,0.317,0.000407,0.0847,0.343,78.522,unknown,unknown
10462,Cat Power,Lived In Bars,222507,0,,0,0.516,0.408,7,-8.052,1,0.0318,0.686,0,0.109,0.192,98.816,unknown,unknown
10463,Casey Lee,B.L.A.Z.E.,145293,0,,0,0.904,0.77,7,-7.043,1,0.233,0.045,0,0.075,0.761,99.965,unknown,unknown
10464,Casey Lee,Blaze Finale,161467,0,,0,0.674,0.761,0,-7.006,1,0.387,0.0428,0,0.0767,0.766,99.982,unknown,unknown
10465,Case Hardin,When You Roll That Way,203587,0,,14,0.495,0.783,9,-3.748,1,0.0353,0.314,1.17E-05,0.0923,0.671,203.983,unknown,unknown
10466,Carolines Coastal Rhythms,Seashore and the Birds,140250,0,,0,0.219,0.964,10,-19.373,1,0.0676,0.153,0.374,0.452,0.0221,78.8,unknown,unknown
10467,Carmelyn Kinsey,Everything I Need,227348,0,,6,0.517,0.259,1,-13.007,0,0.0324,0.349,0,0.115,0.261,111.984,gospel,other
10468,Carmelyn Kinsey,His Praise,262522,0,,6,0.545,0.25,0,-14.786,0,0.0271,0.2,0,0.31,0.298,94.841,gospel,other
10469,Carmelyn Kinsey,High & Lifted Up,163686,0,,6,0.737,0.567,0,-9.962,1,0.045,0.149,0,0.0605,0.66,124.954,gospel,other
10470,Carmelyn Kinsey,Everything I Need (Reprise),199889,0,,6,0.701,0.279,6,-17.401,0,0.0283,0.188,0.00662,0.121,0.585,111.988,gospel,other
10471,Carla Bruni,Those Little Things,128627,0,,6,0.802,0.119,5,-12.569,0,0.0808,0.917,1.40E-06,0.112,0.38,88.895,gospel,other
10472,Carl Orff,"Carmina Burana / 3. Cour d'amours: ""In trutina""",149867,0,,1,0.112,0.0313,4,-32.503,0,0.045,0.94,0.146,0.109,0.0387,84.092,unknown,unknown
10473,Cannady Law Beats,Fool,151967,0,,14,0.712,0.497,4,-16.123,0,0.0651,0.00384,0.833,0.162,0.269,166.01,unknown,unknown
10474,Cannaboy,10 Commandments,140870,1,,0,0.809,0.789,1,-5.911,1,0.347,0.534,0,0.156,0.557,92.014,hip-hop;rap,hip-hop;rap
10475,Cannaboy,Stand Back,196577,1,,0,0.681,0.754,11,-7.431,0,0.308,0.691,0,0.0649,0.521,82.973,hip-hop;rap,hip-hop;rap
10476,Cannaboy,What It Do,184916,1,,0,0.78,0.733,2,-2.374,1,0.397,0.818,9.06E-05,0.103,0.344,74.041,hip-hop;rap,hip-hop;rap
10477,Cannaboy,Girls Girls,183158,1,,0,0.85,0.841,7,-4.86,1,0.332,0.192,0.000103,0.213,0.409,152.09,hip-hop;rap,hip-hop;rap
10478,Cannaboy,CanÔt Wait,244677,1,,14,0.642,0.854,6,-7.488,1,0.0462,0.198,1.04E-06,0.171,0.866,108.032,hip-hop;rap,hip-hop;rap
10479,Joe Russo's Almost Dead,Help On The Way -> [Sound Check - Live 2015-12-12,300000,0,,3,0.614,0.572,5,-12.694,0,0.0423,0.654,0.47,0.188,0.631,96.285,jam band,other
10480,Joe Russo's Almost Dead,Slipknot! -> (Sound Check] - Live 2015-12-12,220573,0,,2,0.535,0.651,4,-11.381,0,0.0343,0.807,0.895,0.166,0.479,98.417,jam band,other
10481,Joe Russo's Almost Dead,Uncle John's Band (Sound Check] - Live 2015-12-12,630467,0,,2,0.611,0.5,7,-14.666,1,0.0342,0.697,0.181,0.199,0.707,129.925,jam band,other
10482,Joe Russo's Almost Dead,Greatest Story Ever Told - Live 2015-12-12,1143027,0,,2,0.392,0.525,5,-15.086,1,0.0675,0.536,0.659,0.849,0.425,150.903,jam band,other
10483,Joe Russo's Almost Dead,Scarlet Begonias -> - Live 2015-12-12,678973,0,,3,0.386,0.597,1,-14.661,0,0.0537,0.404,0.667,0.401,0.782,156.193,jam band,other
10484,Joe Russo's Almost Dead,Fire on the Mountain > - Live 2015-12-12,893267,0,,3,0.44,0.655,1,-12.792,0,0.0478,0.562,0.777,0.709,0.702,161.766,jam band,other
10485,Joe Russo's Almost Dead,Dancing in the Street -> - Live 2015-12-12,1128093,0,,2,0.472,0.491,2,-15.677,1,0.0463,0.474,0.857,0.381,0.355,121.422,jam band,other
10486,Joe Russo's Almost Dead,Franklin's Tower - Live 2015-12-12,1138240,0,,2,0.383,0.576,2,-15.35,1,0.0449,0.592,0.882,0.621,0.117,117.546,jam band,other
10487,Joe Russo's Almost Dead,One More Saturday Night - Live 2015-12-12,387693,0,,1,0.509,0.691,0,-13.663,1,0.0595,0.497,0.248,0.552,0.692,158.635,jam band,other
10488,Joe Russo's Almost Dead,China Cat Sunflower -> - Live 2015-12-12,527853,0,,1,0.458,0.624,7,-14.985,1,0.0431,0.484,0.85,0.806,0.56,98.306,jam band,other
10489,Joe Russo's Almost Dead,I Know You Rider > - Live 2015-12-12,546373,0,,2,0.286,0.683,7,-12.952,1,0.0387,0.266,0.685,0.464,0.586,89.319,jam band,other
10490,Joe Russo's Almost Dead,Shakedown Street -> - Live 2015-12-12,569893,0,,2,0.562,0.563,0,-15.125,1,0.0329,0.604,0.702,0.245,0.832,113.826,jam band,other
10491,Joe Russo's Almost Dead,Jam -> - Live 2015-12-12,179667,0,,1,0.534,0.109,11,-25.674,0,0.0393,0.656,0.895,0.141,0.363,118.628,jam band,other
10492,Joe Russo's Almost Dead,Truckin' -> - Live 2015-12-12,892320,0,,2,0.435,0.496,11,-15.493,0,0.0618,0.275,0.573,0.391,0.445,126.203,jam band,other
10493,Joe Russo's Almost Dead,Terrapin Station Suite - Live 2015-12-12,1941653,0,,1,0.424,0.458,0,-15.372,1,0.0414,0.428,0.709,0.709,0.321,130.172,jam band,other
10494,Joe Russo's Almost Dead,Not Fade Away - Live 2015-12-12,495493,0,,1,0.447,0.547,11,-14.873,0,0.101,0.146,0.205,0.16,0.539,92.399,jam band,other
10495,Cannaboy,When I Win I Lose,195000,0,,0,0.305,0.396,9,-12.22,0,0.0384,0.715,1.64E-05,0.0833,0.11,161.559,hip-hop;rap,hip-hop;rap
10496,Native American Flute,Whale Song,91403,0,,0,0.388,0.0294,1,-29.323,1,0.0919,0.992,0.731,0.0756,0.203,73.099,sleep,other
10497,Native American Flute,Ancestral,81869,0,,1,0.514,0.0218,5,-28.086,0,0.437,0.993,0.963,0.0652,0.636,82.759,sleep,other
10498,Native American Flute,Understanding,78656,0,,0,0.644,0.00892,0,-34.93,1,0.314,0.977,0.661,0.0615,0.422,83.315,sleep,other
10499,Native American Flute,Peaceful Rest,76566,0,,1,0.39,0.032,10,-30.625,0,0.0663,0.977,0.951,0.086,0.111,103.831,sleep,other
10500,Native American Flute,Walking Flute,75756,0,,0,0.391,0.0547,0,-29.735,1,0.0682,0.994,0.934,0.12,0.118,99.072,sleep,other
10501,Native American Flute,Suquamish,91430,0,,1,0.362,0.0426,2,-33.963,1,0.0651,0.876,0.945,0.1,0.183,93.459,sleep,other
10502,Native American Flute,Knowledge,86492,0,,0,0.464,0.0524,1,-28.183,1,0.153,0.995,0.955,0.11,0.0396,86.891,sleep,other
10503,Native American Flute,With Generations,81634,0,,0,0.42,0.0508,3,-29.006,1,0.123,0.984,0.971,0.107,0.379,81.929,sleep,other
10504,Native American Flute,Honesty,62120,0,,0,0.381,0.0245,9,-31.056,1,0.105,0.982,0.811,0.094,0.0512,86.218,sleep,other
10505,Native American Flute,Song for the Trees,124396,0,,0,0.544,0.0464,1,-28.255,1,0.0978,0.991,0.941,0.0776,0.269,108.048,sleep,other
10506,Native American Flute,Sealth,101252,0,,1,0.429,0.0137,5,-30.984,1,0.119,0.98,0.518,0.0896,0.141,86.812,sleep,other
10507,Native American Flute,Dark Shores,76252,0,,0,0.555,0.0267,5,-30.197,1,0.174,0.992,0.421,0.102,0.0693,71.105,sleep,other
10508,Native American Flute,Passing Storm,80798,0,,0,0.39,0.0481,1,-28.68,1,0.149,0.994,0.96,0.0825,0.341,72.981,sleep,other
10509,Native American Flute,Harvest,96523,0,,0,0.542,0.0147,3,-29.759,1,0.134,0.992,0.269,0.0942,0.0377,61.79,sleep,other
10510,Native American Flute,Unbreakable Branches,73719,0,,0,0.495,0.053,4,-27.851,0,0.156,0.994,0.919,0.0697,0.301,89.776,sleep,other
10511,Native American Flute,Awaken,79779,0,,1,0.433,0.0186,8,-29.542,1,0.109,0.993,0.809,0.0816,0.101,130.624,sleep,other
10512,Native American Flute,Earth,91351,0,,0,0.592,0.024,7,-34.03,1,0.379,0.95,0.885,0.101,0.0734,69.829,sleep,other
10513,Native American Flute,Growing Mountains,80876,0,,0,0.524,0.0727,9,-27.79,0,0.109,0.996,0.92,0.115,0.0656,106.777,sleep,other
10514,Native American Flute,Wind,75364,0,,0,0.384,0.0374,7,-30.385,1,0.121,0.989,0.873,0.117,0.289,100.897,sleep,other
10515,Native American Flute,Smoke,80354,0,,0,0.623,0.0963,10,-28.051,1,0.288,0.995,0.865,0.0979,0.0498,103.111,sleep,other
10516,Native American Flute,Puyallup,91116,0,,0,0.548,0.0382,8,-28.829,1,0.137,0.991,0.982,0.0666,0.409,105.955,sleep,other
10517,Native American Flute,Territory,82470,0,,1,0.74,0.151,8,-27.46,1,0.23,0.995,0.944,0.104,0.287,94.469,sleep,other
10518,Native American Flute,Oceans,96680,0,,0,0.501,0.0392,5,-28.078,0,0.261,0.99,0.93,0.0644,0.183,85.953,sleep,other
10519,Native American Flute,River Song,126747,0,,0,0.5,0.0587,0,-28.22,1,0.333,0.992,0.887,0.117,0.0425,102.367,sleep,other
10520,Native American Flute,Initiation,77585,0,,0,0.522,0.0116,5,-35.869,0,0.128,0.951,0.81,0.095,0.658,72.72,sleep,other
10521,Native American Flute,Seekers,68599,0,,0,0.594,0.0168,7,-30.48,1,0.27,0.995,0.95,0.0932,0.364,129.306,sleep,other
10522,Native American Flute,Surroundings,76723,0,,0,0.574,0.0693,1,-28.682,1,0.122,0.996,0.939,0.091,0.604,159.003,sleep,other
10523,Native American Flute,Bird Flight,73771,0,,0,0.675,0.0369,0,-28.313,1,0.173,0.995,0.941,0.128,0.403,129.088,sleep,other
10524,Native American Flute,Nisqually,92475,0,,0,0.488,0.155,1,-27.885,1,0.117,0.993,0.951,0.0988,0.0755,110.034,sleep,other
10525,Native American Flute,Hunters,82104,0,,0,0.39,0.0559,0,-29.03,1,0.0834,0.987,0.945,0.15,0.0703,99.271,sleep,other
10526,Native American Flute,Fish,90698,0,,0,0.413,0.0712,1,-28.579,1,0.0878,0.991,0.911,0.115,0.175,99.856,sleep,other
10527,Native American Flute,Winter Song,81163,0,,0,0.32,0.0368,1,-29.053,1,0.117,0.979,0.943,0.102,0.242,92.544,sleep,other
10528,Native American Flute,Mount Rainier,93363,0,,0,0.453,0.0426,8,-27.619,1,0.432,0.994,0.983,0.0835,0.365,99.756,sleep,other
10529,Native American Flute,Health,91273,0,,0,0.409,0.0187,10,-29.304,0,0.336,0.995,0.912,0.0926,0.421,80.333,sleep,other
10530,Native American Flute,Eagle,91978,0,,0,0.368,0.0454,1,-31.055,1,0.0585,0.956,0.967,0.116,0.0691,101.484,sleep,other
10531,Native American Flute,Dancing Spirit,111387,0,,0,0.353,0.0429,10,-31.941,1,0.0779,0.934,0.908,0.109,0.447,87.273,sleep,other
10532,Native American Flute,Plains,98143,0,,0,0.455,0.124,1,-27.507,1,0.191,0.996,0.916,0.116,0.523,80.777,sleep,other
10533,Native American Flute,Sun,94199,0,,0,0.458,0.0821,2,-28.047,0,0.157,0.995,0.936,0.122,0.314,144.092,sleep,other
10534,Native American Flute,Sacred Ground,102584,0,,0,0.589,0.0803,5,-28.805,0,0.15,0.995,0.915,0.124,0.299,165.139,sleep,other
10535,Native American Flute,Prairies,95531,0,,0,0.142,0.0413,1,-33.661,1,0.0633,0.806,0.873,0.11,0.157,86.963,sleep,other
10536,Native American Flute,Sound,105510,0,,0,0.389,0.0598,7,-28.374,1,0.318,0.993,0.925,0.114,0.424,153.002,sleep,other
10537,Cannaboy,Drugs Thugs,177214,1,,0,0.871,0.757,1,-5.446,1,0.381,0.0531,2.39E-06,0.215,0.47,150.065,hip-hop;rap,hip-hop;rap
10538,Cannaboy,What You Know About,149428,1,,0,0.674,0.692,7,-3.816,0,0.366,0.414,1.06E-05,0.0688,0.898,171.589,hip-hop;rap,hip-hop;rap
10539,Cannaboy,Tongue Kisses,195398,1,,0,0.87,0.956,6,-3.868,1,0.336,0.464,3.45E-06,0.107,0.803,140.065,hip-hop;rap,hip-hop;rap
10540,Cannaboy,Girls Girls - Remix,180000,1,,0,0.758,0.748,7,-5.69,0,0.104,0.0587,0,0.0936,0.6,75.984,hip-hop;rap,hip-hop;rap
10541,Cannaboy,When I Win I Lose Country Mix - Remix,194997,0,,0,0.45,0.415,9,-11.204,0,0.0341,0.633,0,0.0748,0.141,80.769,hip-hop;rap,hip-hop;rap
10542,Candy Corn,Over Here,227640,0,,14,0.869,0.28,7,-16.929,1,0.176,0.446,5.05E-06,0.0597,0.579,131.961,unknown,unknown
10543,Camille,In the Bleak Midwinter,202080,0,,14,0.164,0.375,2,-7.33,1,0.0298,0.741,0,0.0933,0.228,81.729,unknown,unknown
10544,Camila Delgado,Living Proof,80500,0,,14,0.44,0.577,0,-6.354,1,0.106,0.409,0,0.111,0.547,154.581,unknown,unknown
10545,Cameron Nelson,Edge Of The World,223747,0,,5,0.554,0.734,5,-6.452,1,0.0364,0.124,0.000721,0.388,0.338,135.045,country,country
10546,Cameron Nelson,MASKS,136667,0,,5,0.841,0.538,7,-7.271,1,0.108,0.0437,0.000208,0.0639,0.717,108.011,country,country
10547,Cameron Nelson,Denim,248345,0,,4,0.813,0.332,0,-9.728,1,0.0997,0.654,0,0.112,0.549,107.876,country,country
10548,Cameron Nelson,Forever Is A Long Time,196008,0,,4,0.721,0.418,2,-7.854,0,0.0314,0.86,0.00227,0.11,0.252,119.969,country,country
10549,Cameron Nelson,What We Dream,265413,0,,4,0.464,0.57,9,-10.555,1,0.447,0.0117,0,0.259,0.191,169.927,country,country
10550,Cameron Nelson,When I Fall,299514,0,,5,0.58,0.329,4,-12.675,0,0.0301,0.788,0,0.149,0.281,135.044,country,country
10551,Calm Sea Sounds,Big Waves at the Harbour,211173,0,,0,0.185,0.99,0,-15.679,1,0.0818,0.645,0.95,0.386,0.0126,87.144,unknown,unknown
10552,Calling Morocco,Pale Blue,216266,0,,3,0.429,0.785,1,-10.276,1,0.0699,0.000827,1.28E-06,0.0648,0.704,169.935,rock,rock
10553,Calling Morocco,Porch Lights,259752,0,,2,0.492,0.763,1,-8.232,1,0.0805,0.0011,0,0.0553,0.771,161.737,rock,rock
10554,Kasai Allstars,Kasai Munene,376560,0,,3,0.735,0.885,4,-5.528,0,0.0912,0.754,0.00272,0.116,0.9,92.513,musique traditionnelle congolaise;world,world
10555,Kasai Allstars,"Olooh, a War Dance for Peace",342707,0,,5,0.623,0.738,0,-6.921,1,0.0431,0.501,0.0336,0.124,0.827,175.437,musique traditionnelle congolaise;world,world
10556,Kasai Allstars,Musungu Elongo Paints His Face White to Scare Small Children,215333,0,,2,0.433,0.772,9,-9.344,0,0.0641,0.221,0.633,0.0871,0.81,108.691,musique traditionnelle congolaise;world,world
10557,Kasai Allstars,Like a Dry Leaf on a Tree,326480,0,,3,0.748,0.816,2,-4.992,1,0.0276,0.642,0.00971,0.0696,0.965,109.975,musique traditionnelle congolaise;world,world
10558,Kasai Allstars,"The Large Bird, the Woman and the Baby",262307,0,,2,0.744,0.896,11,-6.461,0,0.0819,0.473,0.00154,0.0792,0.892,142.736,musique traditionnelle congolaise;world,world
10559,Kasai Allstars,Baba Bende,246333,0,,2,0.682,0.948,2,-6.36,1,0.0701,0.606,0.32,0.227,0.905,127.479,musique traditionnelle congolaise;world,world
10560,Kasai Allstars,The Ecstasy of Singing,244120,0,,2,0.719,0.962,7,-7.806,0,0.162,0.645,0.504,0.0959,0.707,172.509,musique traditionnelle congolaise;world,world
10561,Kasai Allstars,Hunters and Farmers Need the Blacksmith,278680,0,,2,0.723,0.918,2,-5.917,1,0.111,0.743,0.155,0.255,0.919,127.099,musique traditionnelle congolaise;world,world
10562,Kasai Allstars,Betrayal by Gossip,288507,0,,2,0.376,0.843,9,-7.162,1,0.0434,0.751,0.525,0.0929,0.935,168.039,musique traditionnelle congolaise;world,world
10563,Kasai Allstars,Unity Is Strength,283360,0,,2,0.427,0.873,5,-8.758,0,0.0641,0.203,8.25E-05,0.0986,0.899,132.543,musique traditionnelle congolaise;world,world
10564,Kasai Allstars,Allstars All Around,337147,0,,2,0.496,0.876,1,-6.982,1,0.0432,0.202,1.81E-06,0.0498,0.961,91.929,musique traditionnelle congolaise;world,world
10565,Kasai Allstars,The GoatÕs Voice (Lullaby),340840,0,,2,0.722,0.816,10,-8.005,1,0.0461,0.77,0.0688,0.0864,0.866,94.984,musique traditionnelle congolaise;world,world
10566,Calling Morocco,Long Time Listener,192633,0,,2,0.318,0.792,8,-8.11,0,0.0383,0.00672,1.11E-05,0.158,0.647,199.899,rock,rock
10567,Calling Morocco,Pouring Rain,234415,0,,2,0.183,0.761,3,-8.917,1,0.0438,0.114,0.00216,0.0927,0.506,155.937,rock,rock
10568,Calling Morocco,Tired of Waiting,205930,0,,2,0.359,0.795,1,-8.538,1,0.0402,4.89E-05,0,0.0796,0.78,161.999,rock,rock
10569,Calling Morocco,European Roads,218712,0,,2,0.374,0.72,0,-9.861,1,0.0354,0.00149,9.19E-05,0.232,0.777,162.065,rock,rock
10570,Calling Morocco,Truer Than That,221656,0,,2,0.498,0.454,8,-9.537,1,0.0263,0.219,0.00012,0.111,0.425,133.97,rock,rock
10571,Called to Glory,Opening Prayer,123716,0,,2,0.576,0.113,11,-26.921,1,0.455,0.953,0.00794,0.103,0.895,42.617,gospel,other
10572,Called to Glory,Giving of Thanks,83035,0,,2,0.0752,0.0261,9,-40.628,1,0.0417,0.977,0.893,0.105,0.0388,80.028,gospel,other
10573,Called to Glory,The Greatest God,82663,0,,2,0.176,0.00986,2,-40.033,1,0.0382,0.982,0.902,0.0942,0.0335,76.647,gospel,other
10574,Called to Glory,His Power,103654,0,,2,0.167,0.0142,2,-37.535,1,0.0458,0.977,0.972,0.0878,0.0355,127.928,gospel,other
10575,Called to Glory,Great Splendor,88050,0,,2,0.126,0.0211,2,-35.896,1,0.0422,0.971,0.987,0.0971,0.036,89.41,gospel,other
10576,Called to Glory,Victory on High,107741,0,,2,0.0986,0.0167,9,-35.766,1,0.0402,0.982,0.959,0.0877,0.0372,76.525,gospel,other
10577,Called to Glory,Exalted One,125202,0,,2,0.214,0.00281,2,-44.19,1,0.0431,0.971,0.871,0.0984,0.0241,72.456,gospel,other
10578,Called to Glory,Raise Me Up,52570,0,,2,0.203,0.00659,11,-40.549,0,0.0475,0.972,0.972,0.0947,0.0308,75.243,gospel,other
10579,Called to Glory,Wings of an Angel,100682,0,,2,0.223,0.00608,2,-41.717,1,0.0439,0.975,0.963,0.113,0.0265,65.48,gospel,other
10580,Called to Glory,"Glory, Glory",52942,0,,2,0.172,0.0115,2,-39.368,1,0.0473,0.987,0.984,0.0938,0.0307,74.03,gospel,other
10581,Called to Glory,Filled with Your Joy,100124,0,,2,0.134,0.025,11,-38.938,0,0.0437,0.989,0.945,0.104,0.0351,83.07,gospel,other
10582,Called to Glory,"10,000 Blessings",123902,0,,2,0.201,0.0289,2,-38.256,1,0.0418,0.969,0.944,0.102,0.04,68.131,gospel,other
10583,Called to Glory,Our God Is so Great,112570,0,,2,0.155,0.0318,9,-40.697,1,0.0428,0.979,0.975,0.0966,0.0386,65.231,gospel,other
10584,Called to Glory,Number One Heaven,114242,0,,2,0.0678,0.00721,2,-40.107,1,0.0501,0.983,0.854,0.0877,0.0294,76.325,gospel,other
10585,Called to Glory,Redeemed Grace,87307,0,,2,0.104,0.0242,2,-38.786,1,0.0472,0.986,0.985,0.105,0.033,86.874,gospel,other
10586,Called to Glory,"Father, Fill Me Up",118515,0,,2,0.175,0.0343,2,-37.893,1,0.0448,0.983,0.965,0.0953,0.0386,68.478,gospel,other
10587,Called to Glory,Closing Prayer,50945,0,,2,0.517,0.106,8,-27.172,1,0.564,0.956,1.35E-05,0.107,0.943,86.476,gospel,other
10588,California Ocean Waves Music Library,Mountain Breeze,102750,0,,0,0.162,0.914,1,-17.657,1,0.106,0.484,0.579,0.38,0.0242,110.733,unknown,unknown
10589,Cali Kilo,F.B.F.,140199,1,,14,0.843,0.799,1,-6.258,1,0.385,0.0324,0,0.389,0.669,157.015,unknown,unknown
10590,Caden Beardall,Psalm2,206056,0,,3,0.329,0.417,9,-13.274,1,0.0641,0.382,7.89E-05,0.0666,0.0857,98.033,unknown,unknown
10591,Caden Beardall,All I Need,139763,0,,3,0.466,0.684,2,-9.198,1,0.392,0.00675,0,0.116,0.663,200.018,unknown,unknown
10592,Caden Beardall,Ghosts,166481,0,,2,0.615,0.408,0,-11.041,1,0.104,0.103,0,0.0984,0.462,100.11,unknown,unknown
10593,Caden Beardall,Climate Change,129606,0,,3,0.489,0.412,8,-9.039,1,0.435,0.463,0,0.075,0.922,63.662,unknown,unknown
10594,Caden Beardall,Missy's Theme,176938,0,,3,0.755,0.72,1,-10.975,1,0.111,0.364,2.86E-05,0.2,0.792,109.98,unknown,unknown
